,headline_text,clean,sensational_score
8960.0,"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush.""",say mccain said import issu day total agreement support presid bush,0.07499052058601818
8961.0,Says Barack Obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.,say barack obama said run offic four year ago would half annual deficit end first term simply happen,0.08432836649578968
8962.0,"Says if we raise the number of third-graders who read at a third-grade level, we affect everything, from graduation rates to incarceration rates.",say rais number third grader read third grade level affect every graduate rate scarcer rate,0.03584931505332467
8963.0,"The 2016 federal omnibus spending bill funds illegal immigrants coming in and through your border, right through Phoenix.",feder omnibus spend bill fund iller immigra come border right phoenix,0.04845607270480212
8964.0,Says Measures 82 and 83 authorize just one more casino.,say measure author one casino,0.012711599998868062
8965.0,"Says as of November, we were ranked 45th in the nation in terms of job creation, according to the U.S. Bureau of Labor Statistics.",say novel rank th nation term job creation accord u bureau labor statist,0.08531564576642026
8966.0,John Kitzhaber is the only pro-choice candidate in the race for governor.,john kitab pro choice candid race governor,0.030984233330456634
8967.0,"When it comes to aid, ""the United States is still about half as what European countries give as a percentage.""",come aid unit state still half european country give percentage,0.03789730348375098
8968.0,"You dont see Norway losing population, and its taxes are astronomical.",dont see norway lose popul tax astronomy,0.04608453352264019
8969.0,Says marijuana use among Colorado high school students has not increased since legalization.,say marijuana use among colorado high school student increas sinc legal,0.04921560122496782
8970.0,Expanding Medicaid would create 63k jobs.,expand medicaid would creat k job,0.053909980812660185
8971.0,Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.,manufactur wage today america per hour basi actual bit lower averag wage economi whole,0.05770455335669433
8972.0,Florida is considered the fourth-largest gambling state in the nation.,florida consid fourth largest gamble state nation,0.040203082949115565
8973.0,"Georgia public sector employees do not have a say in the conditions of their employment, do not have bargaining rights or a say in their working conditions.",georgia public sector employe say condit employ bargain right say work condit,0.031907497510751504
8974.0,Says that Secretary of State Jon Husted and former secretary Jennifer Brunner both have supported a provision in Senate Bill 47 that would limit the days organizers have to collect signatures for initiative and referendum petitions.,say secretary state jon just former secretary tennis runner support proves sent bill would limit day organ collect signature init referendum petit,0.05660347388349596
8975.0,Ken Cuccinelli tried to shut down state government.,ken cuccinelli tri shut state govern,0.032368336630684946
8976.0,"When Mitt Romney was governor, Massachusetts ... (had) more debt per person than any other state in the country.",mitt romney governor massachusetts debt per person state country,0.029552810585867118
8977.0,"Says that as Massachusetts governor, Mitt Romney condemned coal-fired plants, saying they kill people.",say massachusetts governor mitt romney condemn coal fire plant say kill peopl,0.025601607886054145
8978.0,College tuition rates in Texas jumped by 55% since 2003.,college tuition rate text jump sinc,0.055756456530534626
8979.0,Several elected state officials have opened their homes to children in need of loving families.,sever elect state offici open home child need love famili,0.036263790924866646
8980.0,Rhode Island is one of only six states to use E-Verify.,rode island one six state use e verify,0.025551443958173436
8981.0,"We know from ... the federal data, that they only stop or apprehend one out of four illegal people crossing our border.",know feder data stop apprehend one four iller peopl cross border,0.03863119715993113
8982.0,John McCain has given erratic and inconsistent answers on when troops should return from Iraq.,john mccain given errant consist answer troop return iraq,0.038279341457702065
8983.0,Says he signed legislation leading to 12 Texas abortion clinics being closed.,say sign legis lead text abort clinic close,0.07446682569330587
8984.0,It is Hillary Clintons agenda to release the violent criminals from jail. She wants them all released.,hillary clinton agenda releas violent crimini jail want releas,0.07423979308712414
8985.0,"Youve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.",you got day new senior babi boomer becom elim entity program,0.06669855677464653
8986.0,"Says economists Harvey Rosen and Martin Feldstein have said that paying for (Mitt) Romneys tax cuts would require large tax increases on families making between $100,000 and $200,000.",say economist harvey rose martin feldstein said pay mitt romney tax cut would requir larg tax increas famili make,0.07524948668822429
8987.0,Says Mitt Romney put Planned Parenthood on a state medical board but failed to put a pro-life group on the same board.,say mitt romney put plan parenthood state medic board fail put pro life group board,0.037181538310277595
8988.0,Three courts have found the new health care law constitutional and two have found it unconstitutional.,three court found new health care law constitute two found unconstitut,0.07766816340774163
8989.0,"Housing prices dropped for the 30 months prior to Barack Obama taking office, and they have stabilized, theyve been about flat since the president came in.",hous price drop month prior barack obama take offic stabile they flat sinc presid came,0.049378653408674755
8990.0,"You cant bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of whats going on, but you can bring a gun up there.",cant bring ipad piece paper pencil wisconsin assembly gallery take note what go bring gun,0.11402218912130158
